application_id,officer_id,loan_type_id,submission_date,submission_date_id,end_date,loan_amount,interest_rate,credit_score,applicant_age,applicant_income,num_dependents,outcome,total_processing_days,submission_stage_days,doc_verification_days,credit_check_days,underwriting_days,approval_days,disbursement_days,is_month_end_application,is_anomaly,region,loan_type,date_id,full_date,year,quarter,month,month_name,week,day_of_week,day_name,is_weekend,is_month_end,is_quarter_end
APP08771,OFF035,LT02,2023-02-05,20230205,2023-03-03,3711000,8.24,600,59,1084000,2,Approved,26.69,3.92,4.55,4.47,6.08,3.89,3.78,False,False,North,Home Loan,20230205,2023-02-05,2023,1,2,February,5,6,Sunday,True,False,False
APP08772,OFF032,LT02,2023-10-07,20231007,2023-11-22,7547000,7.61,628,36,1709000,3,Approved,46.46,5.68,8.43,7.49,11.01,7.19,6.66,False,False,West,Home Loan,20231007,2023-10-07,2023,4,10,October,40,5,Saturday,True,False,False
APP08773,OFF048,LT02,2022-09-20,20220920,,5723000,7.65,697,39,1422000,2,In Progress,34.21,4.31,6.29,5.09,7.94,4.88,5.7,False,False,North,Home Loan,20220920,2022-09-20,2022,3,9,September,38,1,Tuesday,False,False,False
APP08774,OFF013,LT03,2022-08-28,20220828,2022-09-25,890000,9.75,683,46,345000,2,Rejected,28.35,3.38,5.01,3.71,7.71,4.4,4.14,True,False,East,Auto Loan,20220828,2022-08-28,2022,3,8,August,34,6,Sunday,True,False,False
APP08775,OFF030,LT05,2023-01-18,20230118,2023-02-21,422000,10.3,683,58,1696000,2,Approved,34.16,3.56,6.31,5.04,8.97,4.97,5.31,False,False,South,Education Loan,20230118,2023-01-18,2023,1,1,January,3,2,Wednesday,False,False,False
APP08776,OFF022,LT01,2023-05-27,20230527,2023-07-16,395000,12.66,655,31,745000,0,Approved,50.81,5.45,9.43,7.82,13.15,7.27,7.69,True,False,North,Personal Loan,20230527,2023-05-27,2023,2,5,May,21,5,Saturday,True,False,False
APP08777,OFF024,LT02,2023-01-18,20230118,2023-02-27,4512000,10.09,688,44,1729000,1,Rejected,40.83,5.28,7.37,6.27,9.53,5.99,6.39,False,False,West,Home Loan,20230118,2023-01-18,2023,1,1,January,3,2,Wednesday,False,False,False
APP08778,OFF031,LT02,2022-01-15,20220115,2022-02-18,3520000,8.32,637,35,534000,1,Rejected,34.5,4.28,6.14,5.13,8.22,5.09,5.64,False,False,South,Home Loan,20220115,2022-01-15,2022,1,1,January,2,5,Saturday,True,False,False
APP08779,OFF029,LT04,2024-08-26,20240826,2024-10-24,3104000,14.37,612,37,1353000,1,Withdrawn,59.32,7.61,10.46,9.4,13.59,9.41,8.85,True,False,West,Business Loan,20240826,2024-08-26,2024,3,8,August,35,0,Monday,False,False,False
APP08780,OFF025,LT01,2022-09-21,20220921,2022-10-18,118000,13.8,639,28,917000,2,Approved,27.21,2.95,4.72,4.09,7.1,4.36,3.99,False,False,South,Personal Loan,20220921,2022-09-21,2022,3,9,September,38,2,Wednesday,False,False,False
APP08781,OFF032,LT03,2023-10-20,20231020,,409000,10.67,621,64,1832000,2,In Progress,26.73,2.87,4.8,4.05,7.99,3.49,3.53,False,False,West,Auto Loan,20231020,2023-10-20,2023,4,10,October,42,4,Friday,False,False,False
APP08782,OFF033,LT04,2022-06-11,20220611,2022-07-31,2697000,15.5,793,29,1394000,3,Rejected,50.5,7.09,9.2,7.41,11.39,7.42,7.99,False,False,South,Business Loan,20220611,2022-06-11,2022,2,6,June,23,5,Saturday,True,False,False
APP08783,OFF009,LT01,2024-08-25,20240825,,266000,14.13,809,51,1751000,0,In Progress,36.95,3.84,7.05,5.12,9.72,5.57,5.65,True,False,South,Personal Loan,20240825,2024-08-25,2024,3,8,August,34,6,Sunday,True,False,False
APP08784,OFF005,LT02,2024-03-09,20240309,2024-04-17,5400000,10.08,734,35,1794000,2,Withdrawn,39.46,4.72,7.12,6.69,8.92,5.81,6.2,False,False,North,Home Loan,20240309,2024-03-09,2024,1,3,March,10,5,Saturday,True,False,False
APP08785,OFF039,LT02,2022-07-30,20220730,2022-09-08,1075000,7.73,725,41,1107000,1,Approved,40.89,5.46,7.58,5.8,9.52,6.16,6.37,True,False,Central,Home Loan,20220730,2022-07-30,2022,3,7,July,30,5,Saturday,True,False,False
APP08786,OFF049,LT02,2024-03-22,20240322,2024-04-22,67000,9.84,650,35,1959000,4,Approved,31.25,3.51,5.73,5.01,7.33,4.69,4.98,False,False,South,Home Loan,20240322,2024-03-22,2024,1,3,March,12,4,Friday,False,False,False
APP08787,OFF043,LT01,2024-09-11,20240911,2024-10-10,187000,14.43,614,62,1495000,1,Approved,29.48,3.34,5.61,4.24,7.69,4.37,4.23,False,False,North,Personal Loan,20240911,2024-09-11,2024,3,9,September,37,2,Wednesday,False,False,False
APP08788,OFF046,LT01,2023-06-11,20230611,2023-07-06,302000,12.32,758,41,1270000,1,Approved,25.95,2.59,4.53,4.23,6.88,3.66,4.06,False,False,Central,Personal Loan,20230611,2023-06-11,2023,2,6,June,23,6,Sunday,True,False,False
APP08789,OFF017,LT02,2022-01-08,20220108,2022-02-18,9931000,8.99,710,57,946000,3,Approved,41.31,5.43,7.29,6.49,9.49,6.29,6.32,False,False,North,Home Loan,20220108,2022-01-08,2022,1,1,January,1,5,Saturday,True,False,False
APP08790,OFF008,LT01,2024-03-04,20240304,2024-03-28,293000,13.08,779,23,836000,3,Withdrawn,24.09,2.57,4.49,3.75,6.27,3.8,3.21,False,False,West,Personal Loan,20240304,2024-03-04,2024,1,3,March,10,0,Monday,False,False,False
APP08791,OFF019,LT03,2022-10-19,20221019,2022-11-16,1174000,11.01,707,25,1112000,3,Rejected,28.5,3,5.45,4.54,7.35,4.51,3.65,False,False,West,Auto Loan,20221019,2022-10-19,2022,4,10,October,42,2,Wednesday,False,False,False
APP08792,OFF039,LT04,2023-09-19,20230919,2023-10-26,2226000,15.21,688,48,1781000,2,Rejected,37.94,4.89,6.84,5.76,8.46,6.01,5.98,False,False,Central,Business Loan,20230919,2023-09-19,2023,3,9,September,38,1,Tuesday,False,False,False
APP08793,OFF030,LT03,2023-07-10,20230710,2023-08-05,161000,9.85,736,39,1256000,3,Rejected,26.35,2.76,5.14,3.31,7.22,4.05,3.87,False,False,South,Auto Loan,20230710,2023-07-10,2023,3,7,July,28,0,Monday,False,False,False
APP08794,OFF014,LT01,2024-09-07,20240907,2024-10-07,147000,13.36,634,26,995000,2,Approved,30.63,3.12,6.24,4.38,8.47,3.89,4.53,False,False,West,Personal Loan,20240907,2024-09-07,2024,3,9,September,36,5,Saturday,True,False,False
APP08795,OFF008,LT03,2023-04-10,20230410,2023-04-28,180000,11.52,723,31,1074000,3,Rejected,18.53,1.77,3.02,2.65,5.24,2.43,3.42,False,False,West,Auto Loan,20230410,2023-04-10,2023,2,4,April,15,0,Monday,False,False,False
APP08796,OFF016,LT03,2024-07-12,20240712,2024-08-02,220000,11.96,712,42,1767000,2,Approved,21.29,2.64,3.99,2.95,5.75,3.02,2.94,False,False,East,Auto Loan,20240712,2024-07-12,2024,3,7,July,28,4,Friday,False,False,False
APP08797,OFF028,LT05,2024-08-15,20240815,2024-09-18,1895000,10.97,762,52,235000,2,Rejected,34.54,4.55,6.34,5.28,8.41,5.31,4.65,False,False,South,Education Loan,20240815,2024-08-15,2024,3,8,August,33,3,Thursday,False,False,False
APP08798,OFF002,LT01,2023-02-26,20230226,2023-04-07,230000,14.26,757,23,1365000,0,Approved,40.06,4.79,7.48,5.93,9.92,6.12,5.82,True,False,South,Personal Loan,20230226,2023-02-26,2023,1,2,February,8,6,Sunday,True,False,False
APP08799,OFF020,LT02,2023-08-27,20230827,2023-10-07,3065000,7.79,700,28,1166000,2,Rejected,41.82,4.93,7.13,6.81,10,6.38,6.57,True,False,East,Home Loan,20230827,2023-08-27,2023,3,8,August,34,6,Sunday,True,False,False
APP08800,OFF039,LT04,2024-01-17,20240117,2024-02-27,4294000,15.96,692,45,458000,4,Rejected,41.68,5.73,8.15,6.3,9.27,6.25,5.98,False,False,Central,Business Loan,20240117,2024-01-17,2024,1,1,January,3,2,Wednesday,False,False,False
APP08801,OFF035,LT03,2024-04-26,20240426,2024-05-21,106000,9.24,773,49,536000,3,Approved,25.91,3.06,4.21,4.2,6.88,3.68,3.88,True,False,North,Auto Loan,20240426,2024-04-26,2024,2,4,April,17,4,Friday,False,False,False
APP08802,OFF047,LT05,2024-11-03,20241103,2024-11-30,1052000,10.81,641,55,248000,1,Rejected,27.46,2.8,4.93,4.18,7.42,4.18,3.95,False,False,East,Education Loan,20241103,2024-11-03,2024,4,11,November,44,6,Sunday,True,False,False
APP08803,OFF031,LT05,2024-04-06,20240406,2024-05-03,408000,9.12,600,48,865000,2,Approved,27.28,3.4,4.76,3.87,6.85,4.39,4.01,False,False,South,Education Loan,20240406,2024-04-06,2024,2,4,April,14,5,Saturday,True,False,False
APP08804,OFF046,LT02,2022-08-25,20220825,2022-10-10,3874000,9.58,581,49,1189000,1,Approved,46.84,5.67,8.46,7.36,11.15,7.02,7.18,True,False,Central,Home Loan,20220825,2022-08-25,2022,3,8,August,34,3,Thursday,False,False,False
APP08805,OFF038,LT02,2024-10-19,20241019,,8459000,7.58,740,28,226000,3,In Progress,38.26,4.66,6.74,6.16,9.38,5.92,5.4,False,False,East,Home Loan,20241019,2024-10-19,2024,4,10,October,42,5,Saturday,True,False,False
APP08806,OFF014,LT04,2024-06-14,20240614,2024-08-09,4723000,13.01,744,34,1660000,0,Approved,56.7,7.43,10.04,9.03,12.56,9.02,8.62,False,False,West,Business Loan,20240614,2024-06-14,2024,2,6,June,24,4,Friday,False,False,False
APP08807,OFF015,LT05,2022-09-19,20220919,,1345000,9.75,687,32,887000,2,In Progress,32.75,3.69,5.53,5.11,8.16,5,5.26,False,False,North,Education Loan,20220919,2022-09-19,2022,3,9,September,38,0,Monday,False,False,False
APP08808,OFF019,LT05,2022-04-03,20220403,2022-05-06,1189000,10.41,600,24,1202000,1,Approved,33.59,3.74,6.21,4.77,8.67,4.98,5.22,False,False,West,Education Loan,20220403,2022-04-03,2022,2,4,April,13,6,Sunday,True,False,False
APP08809,OFF014,LT02,2022-08-29,20220829,2022-10-24,2422000,9.28,734,42,1860000,1,Approved,56.96,6.89,10.43,8.49,13.38,8.79,8.98,True,False,West,Home Loan,20220829,2022-08-29,2022,3,8,August,35,0,Monday,False,False,False
APP08810,OFF012,LT02,2023-10-21,20231021,2023-11-23,8668000,8.83,626,30,481000,3,Rejected,33.73,3.96,6.15,4.91,7.87,5.26,5.58,False,False,West,Home Loan,20231021,2023-10-21,2023,4,10,October,42,5,Saturday,True,False,False
APP08811,OFF003,LT04,2022-01-29,20220129,2022-03-13,652000,13.23,722,49,203000,1,Withdrawn,43.23,5.23,7.83,6.76,10.04,6.82,6.55,True,False,North,Business Loan,20220129,2022-01-29,2022,1,1,January,4,5,Saturday,True,False,False
APP08812,OFF014,LT01,2023-10-02,20231002,2023-11-07,479000,14.27,606,21,1163000,2,Rejected,36.5,4.42,6.24,5.48,9.46,5.37,5.53,False,False,West,Personal Loan,20231002,2023-10-02,2023,4,10,October,40,0,Monday,False,False,False
APP08813,OFF048,LT05,2023-03-24,20230324,2023-04-22,1561000,9.01,642,33,806000,2,Withdrawn,29.94,3.77,5.49,4.29,6.97,4.78,4.64,False,False,North,Education Loan,20230324,2023-03-24,2023,1,3,March,12,4,Friday,False,False,False
APP08814,OFF036,LT04,2023-09-27,20230927,,2599000,15.02,546,38,624000,1,In Progress,54.47,6.64,9.85,8.81,12.73,8.43,8.01,True,False,West,Business Loan,20230927,2023-09-27,2023,3,9,September,39,2,Wednesday,False,False,False
APP08815,OFF047,LT04,2023-06-08,20230608,2023-07-11,470000,15.39,686,35,219000,2,Approved,100.98,4.41,5.68,5.3,7.33,4.86,5.68,False,True,East,Business Loan,20230608,2023-06-08,2023,2,6,June,23,3,Thursday,False,False,False
APP08816,OFF026,LT04,2024-04-21,20240421,2024-05-25,2029000,13.59,740,52,1615000,0,Approved,34.68,4.51,6.27,5.6,7.76,5.26,5.28,False,False,South,Business Loan,20240421,2024-04-21,2024,2,4,April,16,6,Sunday,True,False,False
APP08817,OFF049,LT03,2024-04-03,20240403,2024-04-28,808000,9.65,560,51,1664000,3,Approved,110.39,2.42,4.55,4.19,6.8,3.71,3.74,False,True,South,Auto Loan,20240403,2024-04-03,2024,2,4,April,14,2,Wednesday,False,False,False
APP08818,OFF029,LT04,2022-10-13,20221013,2022-11-23,1372000,14.88,617,57,993000,3,Approved,41.19,5.41,7.05,6.23,9.03,6.64,6.83,False,False,West,Business Loan,20221013,2022-10-13,2022,4,10,October,41,3,Thursday,False,False,False
APP08819,OFF036,LT02,2022-09-04,20220904,2022-10-10,9885000,7.61,750,44,1317000,2,Approved,36.83,4.63,6.73,5.37,8.4,5.8,5.9,False,False,West,Home Loan,20220904,2022-09-04,2022,3,9,September,35,6,Sunday,True,False,False
APP08820,OFF012,LT05,2022-09-18,20220918,2022-10-16,1949000,10.21,822,26,1649000,3,Approved,28.98,3.27,5.14,4.44,7.54,4.31,4.28,False,False,West,Education Loan,20220918,2022-09-18,2022,3,9,September,37,6,Sunday,True,False,False
APP08821,OFF014,LT05,2024-04-30,20240430,2024-07-01,1119000,10.07,625,54,341000,4,Approved,62.73,7.26,11.46,9.61,15.95,8.87,9.58,True,False,West,Education Loan,20240430,2024-04-30,2024,2,4,April,18,1,Tuesday,False,True,False
APP08822,OFF035,LT02,2024-09-11,20240911,,5169000,8.55,728,22,1355000,1,In Progress,26.97,3.91,4.41,4.11,6.61,4.06,3.87,False,False,North,Home Loan,20240911,2024-09-11,2024,3,9,September,37,2,Wednesday,False,False,False
APP08823,OFF017,LT04,2022-10-01,20221001,2022-11-08,321000,14.67,682,44,1894000,2,Withdrawn,38.25,5.39,6.58,5.6,9.22,5.89,5.57,False,False,North,Business Loan,20221001,2022-10-01,2022,4,10,October,39,5,Saturday,True,False,False
APP08824,OFF046,LT02,2023-02-26,20230226,2023-04-11,3960000,9.12,723,60,1755000,0,Approved,44.47,5.64,8.38,6.83,10.55,6.75,6.32,True,False,Central,Home Loan,20230226,2023-02-26,2023,1,2,February,8,6,Sunday,True,False,False
APP08825,OFF001,LT03,2024-01-08,20240108,2024-01-30,807000,10,630,23,289000,1,Rejected,22.36,2.12,4.69,2.72,6.5,3.03,3.3,False,False,North,Auto Loan,20240108,2024-01-08,2024,1,1,January,2,0,Monday,False,False,False
APP08826,OFF028,LT05,2022-12-07,20221207,,487000,8.23,782,40,902000,0,In Progress,28.79,3.77,5.63,4.39,7.19,4.09,3.72,False,False,South,Education Loan,20221207,2022-12-07,2022,4,12,December,49,2,Wednesday,False,False,False
APP08827,OFF003,LT04,2024-04-01,20240401,2024-05-04,1793000,15.01,802,61,1932000,2,Withdrawn,33.5,4.38,6.21,4.97,7.4,4.84,5.7,False,False,North,Business Loan,20240401,2024-04-01,2024,2,4,April,14,0,Monday,False,False,False
APP08828,OFF026,LT01,2023-07-14,20230714,,130000,13.99,829,41,1616000,4,In Progress,21.9,2.12,3.56,3.29,6.28,3.35,3.3,False,False,South,Personal Loan,20230714,2023-07-14,2023,3,7,July,28,4,Friday,False,False,False
APP08829,OFF015,LT01,2023-01-08,20230108,,348000,11.97,548,64,562000,4,In Progress,30.66,2.87,5.61,4.92,8.44,4.71,4.11,False,False,North,Personal Loan,20230108,2023-01-08,2023,1,1,January,1,6,Sunday,True,False,False
APP08830,OFF042,LT03,2023-02-26,20230226,2023-04-01,566000,11.61,716,48,809000,2,Approved,34.53,3.57,6.25,5.18,8.99,5.19,5.35,True,False,East,Auto Loan,20230226,2023-02-26,2023,1,2,February,8,6,Sunday,True,False,False
APP08831,OFF034,LT03,2022-07-07,20220707,2022-07-28,1021000,9.6,730,32,1976000,1,Rejected,21.29,2.45,3.69,2.82,5.25,3.5,3.58,False,False,West,Auto Loan,20220707,2022-07-07,2022,3,7,July,27,3,Thursday,False,False,False
APP08832,OFF034,LT03,2024-06-05,20240605,2024-06-28,1379000,10.96,685,28,296000,3,Rejected,23.57,2.51,4.07,3.01,6.71,3.7,3.57,False,False,West,Auto Loan,20240605,2024-06-05,2024,2,6,June,23,2,Wednesday,False,False,False
APP08833,OFF010,LT03,2023-01-07,20230107,,473000,9.83,646,28,1926000,1,In Progress,17.45,1.55,3.59,2.17,4.73,2.74,2.67,False,False,East,Auto Loan,20230107,2023-01-07,2023,1,1,January,1,5,Saturday,True,False,False
APP08834,OFF025,LT02,2024-08-15,20240815,,2951000,9.13,787,48,1679000,2,In Progress,35.26,4.52,6.47,4.88,8.72,5.14,5.53,False,False,South,Home Loan,20240815,2024-08-15,2024,3,8,August,33,3,Thursday,False,False,False
APP08835,OFF006,LT04,2022-02-08,20220208,2022-03-27,2544000,14.78,643,62,1994000,1,Approved,47.04,6.44,8.36,6.74,11.04,7.51,6.95,False,False,Central,Business Loan,20220208,2022-02-08,2022,1,2,February,6,1,Tuesday,False,False,False
APP08836,OFF046,LT02,2024-02-10,20240210,2024-03-13,5028000,7.91,666,38,999000,2,Approved,32.18,3.95,5.76,4.48,7.86,5.22,4.91,False,False,Central,Home Loan,20240210,2024-02-10,2024,1,2,February,6,5,Saturday,True,False,False
APP08837,OFF034,LT01,2022-06-20,20220620,2022-07-10,80000,12.1,650,44,1685000,2,Approved,20.65,2.06,4.08,2.89,5.68,2.66,3.28,False,False,West,Personal Loan,20220620,2022-06-20,2022,2,6,June,25,0,Monday,False,False,False
APP08838,OFF047,LT03,2023-12-18,20231218,2024-01-07,357000,11.65,594,29,330000,1,Approved,20.3,1.68,3.82,2.82,5.8,3.22,2.96,False,False,East,Auto Loan,20231218,2023-12-18,2023,4,12,December,51,0,Monday,False,False,False
APP08839,OFF048,LT05,2024-02-02,20240202,2024-02-26,253000,9.3,781,54,1853000,4,Approved,24.45,2.74,4.21,3.68,6.3,3.78,3.74,False,False,North,Education Loan,20240202,2024-02-02,2024,1,2,February,5,4,Friday,False,False,False
APP08840,OFF017,LT02,2022-05-31,20220531,2022-07-21,500000,7.65,736,64,1314000,2,Approved,51.59,6.23,9.23,7.73,12.62,7.64,8.14,True,False,North,Home Loan,20220531,2022-05-31,2022,2,5,May,22,1,Tuesday,False,True,False
APP08841,OFF032,LT05,2023-02-09,20230209,2023-03-18,980000,8.82,758,22,614000,0,Approved,37.27,4.26,7.14,5.63,9.07,5.7,5.47,False,False,West,Education Loan,20230209,2023-02-09,2023,1,2,February,6,3,Thursday,False,False,False
APP08842,OFF014,LT04,2023-02-01,20230201,2023-03-29,4799000,14.87,615,51,1172000,4,Approved,56.32,7.66,9.65,8.96,12.65,8.3,9.1,False,False,West,Business Loan,20230201,2023-02-01,2023,1,2,February,5,2,Wednesday,False,False,False
APP08843,OFF026,LT03,2024-10-13,20241013,2024-11-01,144000,11.53,706,60,350000,4,Rejected,19.3,2.21,3.23,2.76,5.4,3.19,2.51,False,False,South,Auto Loan,20241013,2024-10-13,2024,4,10,October,41,6,Sunday,True,False,False
APP08844,OFF026,LT04,2024-05-25,20240525,2024-07-19,1512000,14.58,633,45,438000,3,Approved,55.04,7.38,9.63,8.56,12.45,8.47,8.55,True,False,South,Business Loan,20240525,2024-05-25,2024,2,5,May,21,5,Saturday,True,False,False
APP08845,OFF031,LT04,2024-01-20,20240120,2024-03-03,3279000,14.66,605,40,497000,3,Withdrawn,43.24,5.9,7.94,6.55,9.61,6.4,6.84,False,False,South,Business Loan,20240120,2024-01-20,2024,1,1,January,3,5,Saturday,True,False,False
APP08846,OFF024,LT05,2024-05-20,20240520,2024-06-18,339000,9.06,631,42,252000,1,Withdrawn,29.74,3.36,5.26,4.61,7.5,4.1,4.91,False,False,West,Education Loan,20240520,2024-05-20,2024,2,5,May,21,0,Monday,False,False,False
APP08847,OFF050,LT03,2022-07-02,20220702,,168000,11.44,634,60,715000,4,In Progress,23.38,2.37,4.7,2.88,6.44,3.28,3.71,False,False,Central,Auto Loan,20220702,2022-07-02,2022,3,7,July,26,5,Saturday,True,False,False
APP08848,OFF039,LT01,2023-12-10,20231210,2024-01-01,111000,14.24,660,39,944000,2,Rejected,22.45,2.25,3.91,3,5.94,3.71,3.64,False,False,Central,Personal Loan,20231210,2023-12-10,2023,4,12,December,49,6,Sunday,True,False,False
APP08849,OFF036,LT01,2023-09-02,20230902,2023-09-28,337000,12.72,618,26,227000,0,Approved,26.12,2.91,4.85,4.47,6.57,3.71,3.61,False,False,West,Personal Loan,20230902,2023-09-02,2023,3,9,September,35,5,Saturday,True,False,False
APP08850,OFF032,LT02,2023-01-29,20230129,2023-04-06,7909000,10.41,549,38,1853000,3,Withdrawn,67.6,8.06,12.01,10.33,16.16,10.77,10.27,True,False,West,Home Loan,20230129,2023-01-29,2023,1,1,January,4,6,Sunday,True,False,False
APP08851,OFF039,LT01,2024-09-30,20240930,2024-11-15,391000,13.89,572,63,445000,0,Approved,46,5.32,8.09,6.92,11.67,6.95,7.05,True,False,Central,Personal Loan,20240930,2024-09-30,2024,3,9,September,40,0,Monday,False,True,True
APP08852,OFF008,LT03,2022-02-26,20220226,2022-03-30,1292000,9.38,629,57,1137000,1,Approved,32.5,3.75,5.87,4.7,9.01,4.62,4.55,True,False,West,Auto Loan,20220226,2022-02-26,2022,1,2,February,8,5,Saturday,True,False,False
APP08853,OFF005,LT01,2023-04-04,20230404,2023-04-30,77000,12.35,803,61,1896000,0,Approved,26.48,3.07,4.95,3.79,7,3.65,4.02,False,False,North,Personal Loan,20230404,2023-04-04,2023,2,4,April,14,1,Tuesday,False,False,False
APP08854,OFF022,LT03,2022-01-01,20220101,2022-01-26,691000,9.39,653,52,1601000,2,Rejected,25.91,2.68,4.79,4.21,7.01,3.87,3.35,False,False,North,Auto Loan,20220101,2022-01-01,2022,1,1,January,52,5,Saturday,True,False,False
APP08855,OFF012,LT02,2024-04-25,20240425,2024-06-13,5917000,7.79,550,37,739000,0,Approved,49.8,6.05,8.93,7.45,11.86,7.93,7.58,True,False,West,Home Loan,20240425,2024-04-25,2024,2,4,April,17,3,Thursday,False,False,False
APP08856,OFF032,LT05,2022-11-17,20221117,2022-12-19,185000,9.85,668,57,1075000,2,Approved,32.74,3.96,6.1,4.85,7.94,4.95,4.94,False,False,West,Education Loan,20221117,2022-11-17,2022,4,11,November,46,3,Thursday,False,False,False
APP08857,OFF017,LT05,2022-01-27,20220127,2022-03-08,1066000,9.94,641,33,601000,3,Approved,40.87,5.26,7.63,6.15,10.53,5.74,5.56,True,False,North,Education Loan,20220127,2022-01-27,2022,1,1,January,4,3,Thursday,False,False,False
APP08858,OFF047,LT05,2024-03-17,20240317,2024-04-13,1291000,9.81,703,56,447000,1,Approved,27.82,3.52,4.53,3.87,7.45,4.28,4.17,False,False,East,Education Loan,20240317,2024-03-17,2024,1,3,March,11,6,Sunday,True,False,False
APP08859,OFF025,LT03,2024-07-31,20240731,2024-09-03,597000,9.7,602,37,1020000,3,Approved,34.62,3.56,6.31,4.92,9.44,5.34,5.05,True,False,South,Auto Loan,20240731,2024-07-31,2024,3,7,July,31,2,Wednesday,False,True,False
APP08860,OFF002,LT03,2022-07-03,20220703,,602000,11.05,553,59,384000,2,In Progress,20.13,2.88,3.69,2.64,5.48,2.84,2.6,False,False,South,Auto Loan,20220703,2022-07-03,2022,3,7,July,26,6,Sunday,True,False,False
APP08861,OFF031,LT02,2022-02-24,20220224,2022-03-28,2428000,10.05,836,63,229000,2,Withdrawn,32.98,4.39,5.66,4.66,7.77,5.23,5.27,False,False,South,Home Loan,20220224,2022-02-24,2022,1,2,February,8,3,Thursday,False,False,False
APP08862,OFF040,LT05,2024-02-20,20240220,2024-03-19,948000,8.44,630,42,413000,1,Approved,28.21,3.54,5.54,3.99,7.03,4.15,3.96,False,False,North,Education Loan,20240220,2024-02-20,2024,1,2,February,8,1,Tuesday,False,False,False
APP08863,OFF015,LT04,2024-07-14,20240714,2024-09-01,4542000,13.33,761,52,1721000,2,Approved,49.62,6.84,8.8,7.3,11.53,7.72,7.43,False,False,North,Business Loan,20240714,2024-07-14,2024,3,7,July,28,6,Sunday,True,False,False
APP08864,OFF003,LT05,2024-03-18,20240318,2024-04-12,1270000,9.31,703,23,889000,1,Approved,25.77,2.83,4.75,3.34,6.81,3.8,4.24,False,False,North,Education Loan,20240318,2024-03-18,2024,1,3,March,12,0,Monday,False,False,False
APP08865,OFF012,LT02,2024-07-27,20240727,2024-09-21,6678000,9.31,774,29,1298000,3,Approved,56.85,7.06,10.6,8.69,13.41,8.38,8.71,True,False,West,Home Loan,20240727,2024-07-27,2024,3,7,July,30,5,Saturday,True,False,False
APP08866,OFF020,LT02,2022-12-22,20221222,2023-01-20,228000,7.52,609,41,1814000,4,Rejected,29.28,3.73,5.14,4.8,6.97,4.22,4.42,False,False,East,Home Loan,20221222,2022-12-22,2022,4,12,December,51,3,Thursday,False,False,False
APP08867,OFF033,LT04,2024-06-17,20240617,2024-08-02,858000,13.88,767,25,1190000,1,Rejected,46.76,6.16,8.22,7.15,11.02,7.65,6.56,False,False,South,Business Loan,20240617,2024-06-17,2024,2,6,June,25,0,Monday,False,False,False
APP08868,OFF018,LT03,2024-08-18,20240818,2024-09-11,1153000,11.53,538,40,1043000,2,Approved,24.41,2.45,4.31,3.84,6.87,3.72,3.22,False,False,North,Auto Loan,20240818,2024-08-18,2024,3,8,August,33,6,Sunday,True,False,False
APP08869,OFF049,LT03,2024-01-12,20240112,2024-02-07,1183000,9.52,731,29,264000,3,Approved,26.14,3.01,4.95,4.16,6.69,3.64,3.69,False,False,South,Auto Loan,20240112,2024-01-12,2024,1,1,January,2,4,Friday,False,False,False
APP08870,OFF029,LT05,2023-02-05,20230205,2023-03-10,1417000,8.37,685,64,565000,0,Approved,33.43,4.28,6.17,4.83,8.25,4.81,5.09,False,False,West,Education Loan,20230205,2023-02-05,2023,1,2,February,5,6,Sunday,True,False,False
APP08871,OFF032,LT04,2022-01-15,20220115,2022-03-08,2845000,14.45,576,49,294000,2,Rejected,52.39,7.29,9.06,8.41,11.51,7.93,8.19,False,False,West,Business Loan,20220115,2022-01-15,2022,1,1,January,2,5,Saturday,True,False,False
APP08872,OFF044,LT03,2023-09-24,20230924,2023-10-12,197000,11.05,488,37,1991000,0,Rejected,18.86,2.12,3.65,3.01,5.01,2.2,2.87,False,False,Central,Auto Loan,20230924,2023-09-24,2023,3,9,September,38,6,Sunday,True,False,False
APP08873,OFF007,LT04,2024-10-19,20241019,2024-12-12,3664000,15.01,698,55,1804000,1,Approved,54.73,7.11,9.8,8.2,12.45,8.74,8.43,False,False,South,Business Loan,20241019,2024-10-19,2024,4,10,October,42,5,Saturday,True,False,False
APP08874,OFF012,LT04,2022-01-10,20220110,2022-02-14,2295000,14.67,774,50,1197000,2,Approved,35.57,4.64,6.02,5.28,7.86,5.97,5.8,False,False,West,Business Loan,20220110,2022-01-10,2022,1,1,January,2,0,Monday,False,False,False
APP08875,OFF038,LT04,2024-11-06,20241106,2024-12-15,1666000,13.68,732,63,1858000,1,Withdrawn,39.08,5.34,7.02,5.86,8.99,6.06,5.81,False,False,East,Business Loan,20241106,2024-11-06,2024,4,11,November,45,2,Wednesday,False,False,False
APP08876,OFF033,LT05,2024-05-10,20240510,2024-06-19,1954000,10.71,636,41,1128000,0,Approved,40.84,4.83,7.77,6.23,10,6.05,5.96,False,False,South,Education Loan,20240510,2024-05-10,2024,2,5,May,19,4,Friday,False,False,False
APP08877,OFF003,LT05,2023-12-04,20231204,2023-12-28,468000,10.61,656,64,1819000,2,Withdrawn,24.14,2.4,4.67,3.75,6.36,3.88,3.08,False,False,North,Education Loan,20231204,2023-12-04,2023,4,12,December,49,0,Monday,False,False,False
